"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLLUPUS","197813","12115.658","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197901","2650.625","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197902","5242.391","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197903","2376.229","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197904","-1069.208","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197905","405.303","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197906","4755.602","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197907","-5884.222","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197908","403.825","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197909","163.056","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197910","3920.131","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197911","-1633.476","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197912","-10909.083","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","197913","421.173","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198001","2709.593","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198002","3101.11","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198003","5157.362","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198004","591.855","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198005","1052.699","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198006","853.073","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198007","1918.646","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198008","-5648.155","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198009","-20.944","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198010","-320.888","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198011","419.216","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198012","1014.308","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198013","10826.875","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198101","-2488.73","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198102","5726.557","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198103","-1363.008","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198104","-4798.007","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198105","-3405.078","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198106","6194.725","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198107","-691.813","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198108","-1474.127","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198109","2140.688","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198110","2970.074","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198111","-1702.924","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198112","-2475.333","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198113","-1365.976","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198201","734.929","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198202","278.008","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198203","6056.104","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198204","1224.551","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198205","-2050.791","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198206","-1072.379","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198207","-5408.151","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198208","1089.528","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198209","2241.367","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198210","1731.466","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198211","-1121.856","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198212","-650.294","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198213","3052.482","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198301","-2355.565","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198302","951.259","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198303","5521.265","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198304","2666.825","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198305","-846.087","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198306","-2935.2","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198307","-3669.325","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198308","-928.157","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198309","1728.277","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198310","-1623.719","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198311","1790.98","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198312","-1928.819","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198313","-1629.266","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198401","-3380.613","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198402","-221.845","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198403","5960.961","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198404","-210.914","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198405","4520.489","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198406","274.149","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198407","-1975.073","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198408","2070.99","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198409","-1259.995","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198410","-2045.672","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198411","-699.929","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198412","-7320.71","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198413","-4288.162","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198501","890.313","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198502","1622.667","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198503","3502.083","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198504","2520.965","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198505","1946.106","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198506","-1928.878","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198507","-2461.362","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198508","407.509","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198509","118.743","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198510","2416.764","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198511","-1356.37","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198512","-4882.945","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198513","2795.595","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198601","-255.378","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198602","1632.776","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198603","2547.851","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198604","593.502","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198605","-1032.534","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198606","-1571.091","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198607","-2181.963","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198608","299.204","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198609","219.836","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198610","4767.192","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198611","-3146.601","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198612","-3047.741","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198613","-1174.947","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198701","584.677","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198702","1894.566","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198703","1538.087","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198704","608.127","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198705","-1754.5","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198706","469.775","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198707","-2650.238","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198708","-1282.685","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198709","2538.136","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198710","2975.825","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198711","-1862.158","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198712","-5558.926","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198713","-2499.314","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198801","-2573.792","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198802","1553.051","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198803","3340.866","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198804","-89.155","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198805","-59.65","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198806","-597.051","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198807","-5892.431","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198808","2773.993","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198809","2510.957","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198810","-1909.721","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198811","2438.51","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198812","-2811.934","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198813","-1316.357","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198901","1120.024","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198902","-709.025","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198903","5601.744","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198904","-2028.323","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198905","11.1","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198906","-521.201","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198907","-4980.242","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198908","3971.694","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198909","1439.344","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198910","3034.46","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198911","1262.166","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198912","-5285.421","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","198913","2916.319","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199001","1282.395","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199002","167.802","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199003","1950.462","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199004","-968.023","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199005","738.259","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199006","332.831","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199007","-2015.088","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199008","2091.869","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199009","-2016.73","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199010","3129.725","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199011","527.674","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199012","-6950.889","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199013","-1729.713","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199101","-437.407","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199102","88.984","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199103","606.398","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199104","3386.84","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199105","-943.387","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199106","-2552.494","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199107","-1196.68","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199108","2260.789","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199109","-769.728","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199110","4514.375","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199111","-2512.462","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199112","-6369.839","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199113","-3924.611","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199201","1039.773","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199202","-323.341","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199203","599.498","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199204","2655.171","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199205","-2299.91","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199206","-1016.817","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199207","-757.533","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199208","140.014","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199209","663.929","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199210","2375.017","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199211","-1767.502","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199212","-847.451","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199213","460.847","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199301","-2518.522","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199302","-789.697","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199303","4295.438","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199304","1669.832","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199305","-3203.04","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199306","930.875","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199307","-2230.41","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199308","-1079.423","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199309","2339.853","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199310","-1214.82","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199311","-967.655","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199312","-2147.938","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199313","-4915.508","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199401","-4038.652","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199402","498.954","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199403","4504.903","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199404","4462.175","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199405","-3504.049","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199406","-2449.268","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199407","-4363.095","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199408","3862.756","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199409","3219.745","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199410","880.488","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199411","1917.762","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199412","-652.009","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199413","4339.711","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199501","-925.279","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199502","-1349.865","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199503","4679.947","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199504","-1001.338","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199505","-1420.126","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199506","3024.913","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199507","-696.797","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199508","-1349.252","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199509","3073.414","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199510","4244.486","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199511","-185.462","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199512","-7462.458","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199513","632.185","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199601","-1880.475","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199602","707.108","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199603","3272.571","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199604","1248.836","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199605","511.536","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199606","-2563.248","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199607","-289.875","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199608","199.898","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199609","-2062.937","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199610","2885.226","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199611","438.308","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199612","-1055.957","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199613","1410.992","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199701","-526.605","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199702","1076.025","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199703","-1710.508","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199704","174.318","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199705","3817.231","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199706","-1323.837","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199707","499.666","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199708","-3758.601","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199709","3058.422","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199710","3133.987","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199711","-2716.525","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199712","1954.611","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199713","3678.184","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199801","-1602.445","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199802","-1873.937","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199803","2484.175","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199804","2949.564","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199805","-1587.709","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199806","1006.26","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199807","-4172.059","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199808","-6031.029","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199809","654.665","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199810","3602","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199811","125.591","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199812","14.758","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199813","-4430.166","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199901","-8099.095","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199902","1195.465","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199903","3323.317","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199904","3417.437","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199905","-3534.536","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199906","270.153","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199907","-1707.951","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199908","-2253.306","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199909","1014.581","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199910","-678.418","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199911","3946.007","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199912","199.928","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","199913","-2906.418","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200001","-7926.467","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200002","-8885.501","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200003","7105.761","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200004","1599.289","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200005","-208.401","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200006","2083.588","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200007","388.407","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200008","-2050.172","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200009","-374.936","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200010","2996.26","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200011","1431.218","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200012","4778.671","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200013","937.715","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200101","-1014.13","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200102","-1662.908","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200103","-415.468","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200104","-869.034","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200105","-229.052","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200106","3453.949","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200107","-2619.139","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200108","3963.729","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200109","2742.876","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200110","6216.819","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200111","4322.371","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200112","-6770.306","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200113","7119.707","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200201","6393.2","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200202","4647.924","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200203","4573.152","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200204","-2235.573","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200205","5309.884","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200206","-1642.282","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200207","-4071.074","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200208","1217.893","7","Coal Losses and Unaccounted for","Thousand Short Tons"
"CLLUPUS","200209","2206.286","7","Coal Losses and Unaccounted for","Thousand Short Tons"
